OID,Seal,Year,Month,Day,X,Y,Zone
9620,0,1996,4,NaN,1837000.0,-1014000.0,Kara Sea
9621,0,1999,5,NaN,1842000.0,-1014000.0,Kara Sea
9622,0,2000,2,NaN,1847000.0,-1014000.0,Kara Sea
9623,0,2003,4,NaN,1852000.0,-1014000.0,Kara Sea
9624,0,1996,4,NaN,1867000.0,-1014000.0,Kara Sea
9625,0,1996,4,NaN,1872000.0,-1014000.0,Kara Sea
9626,0,2000,4,NaN,1877000.0,-1014000.0,Kara Sea
9627,0,2000,4,NaN,1887000.0,-1014000.0,Kara Sea
9628,0,2000,4,NaN,1892000.0,-1014000.0,Kara Sea
9629,0,1998,3,NaN,1952000.0,-1014000.0,Kara Sea
9630,0,1998,3,NaN,1957000.0,-1014000.0,Kara Sea
9631,0,1999,3,NaN,1977000.0,-1014000.0,Kara Sea
9632,0,1999,3,NaN,1997000.0,-1014000.0,Kara Sea
9633,0,1999,3,NaN,2002000.0,-1014000.0,Kara Sea
9634,0,2002,2,NaN,1192000.0,-1019000.0,Barents Sea
9635,0,2001,3,NaN,1222000.0,-1019000.0,Barents Sea
9636,0,2001,4,NaN,1237000.0,-1019000.0,Barents Sea
9637,0,2001,4,NaN,1242000.0,-1019000.0,Barents Sea
9638,0,2001,4,NaN,1247000.0,-1019000.0,Barents Sea
9639,0,2001,4,NaN,1252000.0,-1019000.0,Barents Sea
9640,0,1999,7,NaN,1262000.0,-1019000.0,Barents Sea
9641,0,1999,7,NaN,1267000.0,-1019000.0,Barents Sea
9642,0,2005,3,NaN,1307000.0,-1019000.0,Barents Sea
9643,0,2002,5,NaN,1312000.0,-1019000.0,Barents Sea
9644,0,2001,2,NaN,1337000.0,-1019000.0,Barents Sea
9645,0,1998,4,NaN,1352000.0,-1019000.0,Barents Sea
9646,0,1998,4,NaN,1387000.0,-1019000.0,Barents Sea
9647,0,1999,7,NaN,1392000.0,-1019000.0,Barents Sea
9648,0,2004,5,NaN,1397000.0,-1019000.0,Barents Sea
9649,0,2001,2,NaN,1422000.0,-1019000.0,Barents Sea
9650,0,2001,2,NaN,1427000.0,-1019000.0,Barents Sea
9651,0,2003,2,NaN,1652000.0,-1019000.0,Kara Sea
9652,0,1996,3,NaN,1662000.0,-1019000.0,Kara Sea
9653,0,1999,3,NaN,1667000.0,-1019000.0,Kara Sea
9654,0,2005,3,NaN,1742000.0,-1019000.0,Kara Sea
9655,0,1999,5,NaN,1757000.0,-1019000.0,Kara Sea
9656,0,2005,3,NaN,1767000.0,-1019000.0,Kara Sea
9657,0,2004,1,NaN,1772000.0,-1019000.0,Kara Sea
9658,0,1996,4,NaN,1782000.0,-1019000.0,Kara Sea
9659,0,2003,2,NaN,1787000.0,-1019000.0,Kara Sea
9660,0,2003,2,NaN,1792000.0,-1019000.0,Kara Sea
9661,0,2000,4,NaN,1797000.0,-1019000.0,Kara Sea
9662,0,2001,8,NaN,1802000.0,-1019000.0,Kara Sea
9663,0,2005,3,NaN,1807000.0,-1019000.0,Kara Sea
9664,0,2003,4,NaN,1812000.0,-1019000.0,Kara Sea
9665,0,2005,3,NaN,1817000.0,-1019000.0,Kara Sea
9666,0,2000,2,NaN,1822000.0,-1019000.0,Kara Sea
9667,0,2000,2,NaN,1827000.0,-1019000.0,Kara Sea
9668,0,2002,10,NaN,1832000.0,-1019000.0,Kara Sea
9669,0,1996,4,NaN,1837000.0,-1019000.0,Kara Sea
9670,0,1999,5,NaN,1842000.0,-1019000.0,Kara Sea
9671,0,2000,2,NaN,1847000.0,-1019000.0,Kara Sea
9672,0,2003,4,NaN,1852000.0,-1019000.0,Kara Sea
9673,0,1996,4,NaN,1867000.0,-1019000.0,Kara Sea
9674,0,2000,4,NaN,1872000.0,-1019000.0,Kara Sea
9675,0,2000,4,NaN,1887000.0,-1019000.0,Kara Sea
9676,0,2000,4,NaN,1952000.0,-1019000.0,Kara Sea
9677,0,1998,3,NaN,1957000.0,-1019000.0,Kara Sea
9678,0,1998,3,NaN,1962000.0,-1019000.0,Kara Sea
9679,0,1997,4,NaN,1977000.0,-1019000.0,Kara Sea
9680,0,1999,3,NaN,1982000.0,-1019000.0,Kara Sea
9681,0,1999,3,NaN,1987000.0,-1019000.0,Kara Sea
9682,0,1999,3,NaN,1992000.0,-1019000.0,Kara Sea
9683,0,1999,3,NaN,1997000.0,-1019000.0,Kara Sea
9684,0,2002,2,NaN,1192000.0,-1024000.0,Barents Sea
9685,0,2001,3,NaN,1222000.0,-1024000.0,Barents Sea
9686,0,2001,4,NaN,1242000.0,-1024000.0,Barents Sea
9687,0,2001,4,NaN,1252000.0,-1024000.0,Barents Sea
9688,0,2001,4,NaN,1257000.0,-1024000.0,Barents Sea
9689,0,1999,7,NaN,1267000.0,-1024000.0,Barents Sea
9690,0,2002,5,NaN,1307000.0,-1024000.0,Barents Sea
9691,0,2002,5,NaN,1312000.0,-1024000.0,Barents Sea
9692,0,2001,2,NaN,1337000.0,-1024000.0,Barents Sea
9693,0,1998,4,NaN,1352000.0,-1024000.0,Barents Sea
9694,0,1999,7,NaN,1392000.0,-1024000.0,Barents Sea
9695,0,2004,5,NaN,1397000.0,-1024000.0,Barents Sea
9696,0,2004,5,NaN,1402000.0,-1024000.0,Barents Sea
9697,0,2001,2,NaN,1427000.0,-1024000.0,Barents Sea
9698,0,2003,2,NaN,1647000.0,-1024000.0,Kara Sea
9699,0,2003,2,NaN,1652000.0,-1024000.0,Kara Sea
9700,0,1999,3,NaN,1662000.0,-1024000.0,Kara Sea
9701,0,1996,3,NaN,1742000.0,-1024000.0,Kara Sea
9702,0,2005,3,NaN,1747000.0,-1024000.0,Kara Sea
9703,0,1999,5,NaN,1757000.0,-1024000.0,Kara Sea
9704,0,2004,1,NaN,1767000.0,-1024000.0,Kara Sea
9705,0,2004,1,NaN,1772000.0,-1024000.0,Kara Sea
9706,0,1996,4,NaN,1782000.0,-1024000.0,Kara Sea
9707,0,2003,2,NaN,1787000.0,-1024000.0,Kara Sea
9708,0,1999,5,NaN,1792000.0,-1024000.0,Kara Sea
9709,0,1999,3,NaN,1797000.0,-1024000.0,Kara Sea
9710,0,2000,4,NaN,1802000.0,-1024000.0,Kara Sea
9711,0,2005,3,NaN,1807000.0,-1024000.0,Kara Sea
9712,0,1997,4,NaN,1812000.0,-1024000.0,Kara Sea
9713,0,2005,3,NaN,1817000.0,-1024000.0,Kara Sea
9714,0,2002,11,NaN,1822000.0,-1024000.0,Kara Sea
9715,0,2000,2,NaN,1832000.0,-1024000.0,Kara Sea
9716,0,1996,4,NaN,1837000.0,-1024000.0,Kara Sea
9717,0,1999,5,NaN,1842000.0,-1024000.0,Kara Sea
9718,0,2000,2,NaN,1847000.0,-1024000.0,Kara Sea
9719,0,2003,4,NaN,1852000.0,-1024000.0,Kara Sea
9720,0,1996,4,NaN,1867000.0,-1024000.0,Kara Sea
9721,0,2000,4,NaN,1872000.0,-1024000.0,Kara Sea
9722,0,2000,4,NaN,1887000.0,-1024000.0,Kara Sea
9723,0,2000,4,NaN,1952000.0,-1024000.0,Kara Sea
9724,0,1998,3,NaN,1962000.0,-1024000.0,Kara Sea
9725,0,1998,3,NaN,1967000.0,-1024000.0,Kara Sea
9726,0,1997,4,NaN,1972000.0,-1024000.0,Kara Sea
9727,0,1997,4,NaN,1977000.0,-1024000.0,Kara Sea
9728,0,1999,3,NaN,1987000.0,-1024000.0,Kara Sea
9729,0,1999,3,NaN,1992000.0,-1024000.0,Kara Sea
9730,0,2002,2,NaN,1192000.0,-1029000.0,Barents Sea
9731,0,2001,3,NaN,1222000.0,-1029000.0,Barents Sea
9732,0,2001,3,NaN,1227000.0,-1029000.0,Barents Sea
9733,0,2001,4,NaN,1242000.0,-1029000.0,Barents Sea
9734,0,2001,4,NaN,1257000.0,-1029000.0,Barents Sea
9735,0,2001,4,NaN,1262000.0,-1029000.0,Barents Sea
9736,0,1999,7,NaN,1267000.0,-1029000.0,Barents Sea
9737,0,2002,5,NaN,1307000.0,-1029000.0,Barents Sea
9738,0,2001,2,NaN,1337000.0,-1029000.0,Barents Sea
9739,0,1998,4,NaN,1352000.0,-1029000.0,Barents Sea
9740,0,1998,4,NaN,1392000.0,-1029000.0,Barents Sea
9741,0,1999,7,NaN,1397000.0,-1029000.0,Barents Sea
9742,0,2004,5,NaN,1402000.0,-1029000.0,Barents Sea
9743,0,2001,2,NaN,1427000.0,-1029000.0,Barents Sea
9744,0,2001,2,NaN,1432000.0,-1029000.0,Barents Sea
9745,0,2003,2,NaN,1647000.0,-1029000.0,Kara Sea
9746,0,1999,3,NaN,1662000.0,-1029000.0,Kara Sea
9747,0,1996,3,NaN,1742000.0,-1029000.0,Kara Sea
9748,0,2005,3,NaN,1747000.0,-1029000.0,Kara Sea
9749,0,1999,5,NaN,1757000.0,-1029000.0,Kara Sea
9750,0,1999,5,NaN,1762000.0,-1029000.0,Kara Sea
9751,0,2004,1,NaN,1767000.0,-1029000.0,Kara Sea
9752,0,2005,3,NaN,1772000.0,-1029000.0,Kara Sea
9753,0,1996,4,NaN,1782000.0,-1029000.0,Kara Sea
9754,0,1999,3,NaN,1787000.0,-1029000.0,Kara Sea
9755,0,2003,2,NaN,1792000.0,-1029000.0,Kara Sea
9756,0,2003,2,NaN,1797000.0,-1029000.0,Kara Sea
9757,0,2000,4,NaN,1802000.0,-1029000.0,Kara Sea
9758,0,2005,3,NaN,1807000.0,-1029000.0,Kara Sea
9759,0,2003,4,NaN,1812000.0,-1029000.0,Kara Sea
9760,0,2005,3,NaN,1817000.0,-1029000.0,Kara Sea
9761,0,2002,11,NaN,1822000.0,-1029000.0,Kara Sea
9762,0,2000,2,NaN,1827000.0,-1029000.0,Kara Sea
9763,0,2000,2,NaN,1832000.0,-1029000.0,Kara Sea
9764,0,2005,1,NaN,1837000.0,-1029000.0,Kara Sea
9765,0,1999,5,NaN,1842000.0,-1029000.0,Kara Sea
9766,0,2000,2,NaN,1847000.0,-1029000.0,Kara Sea
9767,0,2003,4,NaN,1852000.0,-1029000.0,Kara Sea
9768,0,1996,4,NaN,1867000.0,-1029000.0,Kara Sea
9769,0,2000,4,NaN,1872000.0,-1029000.0,Kara Sea
9770,0,2000,4,NaN,1882000.0,-1029000.0,Kara Sea
9771,0,2000,4,NaN,1887000.0,-1029000.0,Kara Sea
9772,0,2000,4,NaN,1952000.0,-1029000.0,Kara Sea
9773,0,1998,3,NaN,1967000.0,-1029000.0,Kara Sea
9774,0,1998,3,NaN,1972000.0,-1029000.0,Kara Sea
9775,0,2002,2,NaN,1192000.0,-1034000.0,Barents Sea
9776,0,2001,3,NaN,1227000.0,-1034000.0,Barents Sea
9777,0,2001,4,NaN,1242000.0,-1034000.0,Barents Sea
9778,0,2001,4,NaN,1262000.0,-1034000.0,Barents Sea
9779,0,1999,7,NaN,1267000.0,-1034000.0,Barents Sea
9780,0,2005,3,NaN,1302000.0,-1034000.0,Barents Sea
9781,0,2002,5,NaN,1307000.0,-1034000.0,Barents Sea
9782,0,2001,2,NaN,1337000.0,-1034000.0,Barents Sea
9783,0,1998,4,NaN,1352000.0,-1034000.0,Barents Sea
9784,0,1998,4,NaN,1392000.0,-1034000.0,Barents Sea
9785,0,1999,7,NaN,1397000.0,-1034000.0,Barents Sea
9786,0,2004,5,NaN,1402000.0,-1034000.0,Barents Sea
9787,0,2004,5,NaN,1407000.0,-1034000.0,Barents Sea
9788,0,2001,2,NaN,1432000.0,-1034000.0,Barents Sea
9789,0,2001,2,NaN,1437000.0,-1034000.0,Barents Sea
9790,0,2003,2,NaN,1647000.0,-1034000.0,Kara Sea
9791,0,1999,3,NaN,1662000.0,-1034000.0,Kara Sea
9792,0,2005,3,NaN,1747000.0,-1034000.0,Kara Sea
9793,0,1996,3,NaN,1752000.0,-1034000.0,Kara Sea
9794,0,1999,5,NaN,1762000.0,-1034000.0,Kara Sea
9795,0,2004,1,NaN,1767000.0,-1034000.0,Kara Sea
9796,0,2005,3,NaN,1772000.0,-1034000.0,Kara Sea
9797,0,2004,1,NaN,1777000.0,-1034000.0,Kara Sea
9798,0,1996,4,NaN,1782000.0,-1034000.0,Kara Sea
9799,0,1999,3,NaN,1787000.0,-1034000.0,Kara Sea
9800,0,2003,2,NaN,1792000.0,-1034000.0,Kara Sea
9801,0,1999,5,NaN,1797000.0,-1034000.0,Kara Sea
9802,0,2003,2,NaN,1802000.0,-1034000.0,Kara Sea
9803,0,2005,3,NaN,1807000.0,-1034000.0,Kara Sea
9804,0,2001,8,NaN,1812000.0,-1034000.0,Kara Sea
9805,0,2003,4,NaN,1817000.0,-1034000.0,Kara Sea
9806,0,2002,11,NaN,1822000.0,-1034000.0,Kara Sea
9807,0,2000,2,NaN,1827000.0,-1034000.0,Kara Sea
9808,0,2002,10,NaN,1832000.0,-1034000.0,Kara Sea
9809,0,1996,4,NaN,1837000.0,-1034000.0,Kara Sea
9810,0,2005,1,NaN,1842000.0,-1034000.0,Kara Sea
9811,0,2000,2,NaN,1847000.0,-1034000.0,Kara Sea
9812,0,2003,4,NaN,1852000.0,-1034000.0,Kara Sea
9813,0,2000,4,NaN,1867000.0,-1034000.0,Kara Sea
9814,0,2000,4,NaN,1882000.0,-1034000.0,Kara Sea
9815,0,2000,4,NaN,1952000.0,-1034000.0,Kara Sea
9816,0,1997,4,NaN,1972000.0,-1034000.0,Kara Sea
9817,0,1998,3,NaN,1977000.0,-1034000.0,Kara Sea
9818,0,2002,2,NaN,1192000.0,-1039000.0,Barents Sea
9819,0,2001,3,NaN,1227000.0,-1039000.0,Barents Sea
9820,0,2001,4,NaN,1242000.0,-1039000.0,Barents Sea
9821,0,2001,4,NaN,1267000.0,-1039000.0,Barents Sea
9822,0,2001,4,NaN,1272000.0,-1039000.0,Barents Sea
9823,0,2005,3,NaN,1302000.0,-1039000.0,Barents Sea
9824,0,2002,5,NaN,1307000.0,-1039000.0,Barents Sea
9825,0,2001,2,NaN,1337000.0,-1039000.0,Barents Sea
9826,0,1998,4,NaN,1352000.0,-1039000.0,Barents Sea
9827,0,1999,7,NaN,1397000.0,-1039000.0,Barents Sea
9828,0,2004,5,NaN,1407000.0,-1039000.0,Barents Sea
9829,0,2004,5,NaN,1412000.0,-1039000.0,Barents Sea
9830,0,2001,2,NaN,1437000.0,-1039000.0,Barents Sea
9831,0,2003,2,NaN,1647000.0,-1039000.0,Kara Sea
9832,0,1999,3,NaN,1662000.0,-1039000.0,Kara Sea
9833,0,2005,3,NaN,1752000.0,-1039000.0,Kara Sea
9834,0,1996,3,NaN,1757000.0,-1039000.0,Kara Sea
9835,0,1999,5,NaN,1767000.0,-1039000.0,Kara Sea
9836,0,2005,3,NaN,1772000.0,-1039000.0,Kara Sea
9837,0,2004,1,NaN,1777000.0,-1039000.0,Kara Sea
9838,0,1999,3,NaN,1787000.0,-1039000.0,Kara Sea
9839,0,2003,2,NaN,1797000.0,-1039000.0,Kara Sea
9840,0,2003,2,NaN,1802000.0,-1039000.0,Kara Sea
9841,0,2005,3,NaN,1807000.0,-1039000.0,Kara Sea
9842,0,2000,4,NaN,1812000.0,-1039000.0,Kara Sea
9843,0,1997,4,NaN,1817000.0,-1039000.0,Kara Sea
9844,0,2002,11,NaN,1822000.0,-1039000.0,Kara Sea
9845,0,2000,2,NaN,1827000.0,-1039000.0,Kara Sea
9846,0,2002,2,NaN,1832000.0,-1039000.0,Kara Sea
9847,0,2000,2,NaN,1837000.0,-1039000.0,Kara Sea
9848,0,2005,1,NaN,1842000.0,-1039000.0,Kara Sea
9849,0,2000,2,NaN,1847000.0,-1039000.0,Kara Sea
9850,0,2003,4,NaN,1852000.0,-1039000.0,Kara Sea
9851,0,1996,4,NaN,1862000.0,-1039000.0,Kara Sea
9852,0,2000,4,NaN,1867000.0,-1039000.0,Kara Sea
9853,0,2000,4,NaN,1882000.0,-1039000.0,Kara Sea
9854,0,2000,4,NaN,1952000.0,-1039000.0,Kara Sea
9855,0,2000,4,NaN,1957000.0,-1039000.0,Kara Sea
9856,0,1997,4,NaN,1972000.0,-1039000.0,Kara Sea
9857,0,1998,3,NaN,1977000.0,-1039000.0,Kara Sea
9858,0,1998,3,NaN,1982000.0,-1039000.0,Kara Sea
9859,0,2002,2,NaN,1192000.0,-1044000.0,Barents Sea
9860,0,2001,3,NaN,1227000.0,-1044000.0,Barents Sea
9861,0,2001,4,NaN,1242000.0,-1044000.0,Barents Sea
9862,0,2001,4,NaN,1247000.0,-1044000.0,Barents Sea
9863,0,1999,7,NaN,1267000.0,-1044000.0,Barents Sea
9864,0,2001,4,NaN,1272000.0,-1044000.0,Barents Sea
9865,0,2001,4,NaN,1277000.0,-1044000.0,Barents Sea
9866,0,2005,3,NaN,1302000.0,-1044000.0,Barents Sea
9867,0,2002,5,NaN,1307000.0,-1044000.0,Barents Sea
9868,0,2001,2,NaN,1337000.0,-1044000.0,Barents Sea
9869,0,1998,4,NaN,1352000.0,-1044000.0,Barents Sea
9870,0,1998,4,NaN,1397000.0,-1044000.0,Barents Sea
9871,0,1999,7,NaN,1402000.0,-1044000.0,Barents Sea
9872,0,2004,5,NaN,1412000.0,-1044000.0,Barents Sea
9873,0,2001,2,NaN,1437000.0,-1044000.0,Barents Sea
9874,0,2001,2,NaN,1442000.0,-1044000.0,Barents Sea
9875,0,2003,2,NaN,1642000.0,-1044000.0,Kara Sea
9876,0,2003,2,NaN,1647000.0,-1044000.0,Kara Sea
9877,0,1996,3,NaN,1657000.0,-1044000.0,Kara Sea
9878,0,1999,3,NaN,1662000.0,-1044000.0,Kara Sea
9879,0,2005,3,NaN,1752000.0,-1044000.0,Kara Sea
9880,0,1996,3,NaN,1757000.0,-1044000.0,Kara Sea
9881,0,2004,1,NaN,1767000.0,-1044000.0,Kara Sea
9882,0,1999,5,NaN,1772000.0,-1044000.0,Kara Sea
9883,0,2005,3,NaN,1777000.0,-1044000.0,Kara Sea
9884,0,1996,4,NaN,1787000.0,-1044000.0,Kara Sea
9885,0,1999,5,NaN,1792000.0,-1044000.0,Kara Sea
9886,0,2003,2,NaN,1797000.0,-1044000.0,Kara Sea
9887,0,2003,2,NaN,1802000.0,-1044000.0,Kara Sea
9888,0,2005,3,NaN,1807000.0,-1044000.0,Kara Sea
9889,0,2002,10,NaN,1812000.0,-1044000.0,Kara Sea
9890,0,2003,4,NaN,1817000.0,-1044000.0,Kara Sea
9891,0,2005,3,NaN,1822000.0,-1044000.0,Kara Sea
9892,0,2000,2,NaN,1827000.0,-1044000.0,Kara Sea
9893,0,2002,2,NaN,1832000.0,-1044000.0,Kara Sea
9894,0,1999,5,NaN,1837000.0,-1044000.0,Kara Sea
9895,0,2005,1,NaN,1842000.0,-1044000.0,Kara Sea
9896,0,2000,2,NaN,1847000.0,-1044000.0,Kara Sea
9897,0,2003,4,NaN,1852000.0,-1044000.0,Kara Sea
9898,0,1996,4,NaN,1862000.0,-1044000.0,Kara Sea
9899,0,2000,4,NaN,1877000.0,-1044000.0,Kara Sea
9900,0,2000,4,NaN,1882000.0,-1044000.0,Kara Sea
9901,0,2000,4,NaN,1957000.0,-1044000.0,Kara Sea
9902,0,1997,4,NaN,1967000.0,-1044000.0,Kara Sea
9903,0,1997,4,NaN,1972000.0,-1044000.0,Kara Sea
9904,0,1998,3,NaN,1982000.0,-1044000.0,Kara Sea
9905,0,2002,2,NaN,1192000.0,-1049000.0,Barents Sea
9906,0,2001,3,NaN,1227000.0,-1049000.0,Barents Sea
9907,0,2001,4,NaN,1247000.0,-1049000.0,Barents Sea
9908,0,1999,7,NaN,1272000.0,-1049000.0,Barents Sea
9909,0,2001,4,NaN,1277000.0,-1049000.0,Barents Sea
9910,0,2001,4,NaN,1282000.0,-1049000.0,Barents Sea
9911,0,2005,3,NaN,1302000.0,-1049000.0,Barents Sea
9912,0,2002,5,NaN,1307000.0,-1049000.0,Barents Sea
9913,0,2002,5,NaN,1312000.0,-1049000.0,Barents Sea
9914,0,2001,2,NaN,1337000.0,-1049000.0,Barents Sea
9915,0,1998,4,NaN,1352000.0,-1049000.0,Barents Sea
9916,0,1998,4,NaN,1397000.0,-1049000.0,Barents Sea
9917,0,1999,7,NaN,1402000.0,-1049000.0,Barents Sea
9918,0,2004,5,NaN,1412000.0,-1049000.0,Barents Sea
9919,0,2004,5,NaN,1417000.0,-1049000.0,Barents Sea
9920,0,2001,2,NaN,1442000.0,-1049000.0,Barents Sea
9921,0,2003,2,NaN,1642000.0,-1049000.0,Kara Sea
9922,0,1996,3,NaN,1657000.0,-1049000.0,Kara Sea
9923,0,1999,3,NaN,1662000.0,-1049000.0,Kara Sea
9924,0,2005,3,NaN,1757000.0,-1049000.0,Kara Sea
9925,0,1996,3,NaN,1762000.0,-1049000.0,Kara Sea
9926,0,2004,1,NaN,1767000.0,-1049000.0,Kara Sea
9927,0,1999,5,NaN,1772000.0,-1049000.0,Kara Sea
9928,0,2005,3,NaN,1777000.0,-1049000.0,Kara Sea
9929,0,1999,3,NaN,1792000.0,-1049000.0,Kara Sea
9930,0,2003,4,NaN,1802000.0,-1049000.0,Kara Sea
9931,0,2005,3,NaN,1807000.0,-1049000.0,Kara Sea
9932,0,2002,10,NaN,1812000.0,-1049000.0,Kara Sea
9933,0,2000,4,NaN,1817000.0,-1049000.0,Kara Sea
9934,0,2002,11,NaN,1822000.0,-1049000.0,Kara Sea
9935,0,2000,2,NaN,1827000.0,-1049000.0,Kara Sea
9936,0,2002,2,NaN,1832000.0,-1049000.0,Kara Sea
9937,0,2005,1,NaN,1837000.0,-1049000.0,Kara Sea
9938,0,2000,2,NaN,1842000.0,-1049000.0,Kara Sea
9939,0,2000,2,NaN,1847000.0,-1049000.0,Kara Sea
9940,0,2003,4,NaN,1852000.0,-1049000.0,Kara Sea
9941,0,2000,4,NaN,1862000.0,-1049000.0,Kara Sea
9942,0,2000,4,NaN,1877000.0,-1049000.0,Kara Sea
9943,0,2000,4,NaN,1957000.0,-1049000.0,Kara Sea
9944,0,1997,4,NaN,1967000.0,-1049000.0,Kara Sea
9945,0,1998,3,NaN,1977000.0,-1049000.0,Kara Sea
9946,0,1998,3,NaN,1982000.0,-1049000.0,Kara Sea
9947,0,2002,2,NaN,1192000.0,-1054000.0,Barents Sea
9948,0,2001,3,NaN,1227000.0,-1054000.0,Barents Sea
9949,0,2001,4,NaN,1247000.0,-1054000.0,Barents Sea
9950,0,1999,7,NaN,1272000.0,-1054000.0,Barents Sea
9951,0,2001,4,NaN,1282000.0,-1054000.0,Barents Sea
9952,0,2001,4,NaN,1287000.0,-1054000.0,Barents Sea
9953,0,2005,3,NaN,1302000.0,-1054000.0,Barents Sea
9954,0,2002,5,NaN,1307000.0,-1054000.0,Barents Sea
9955,0,2002,5,NaN,1312000.0,-1054000.0,Barents Sea
9956,0,2001,2,NaN,1337000.0,-1054000.0,Barents Sea
9957,0,1998,4,NaN,1352000.0,-1054000.0,Barents Sea
9958,0,1998,4,NaN,1402000.0,-1054000.0,Barents Sea
9959,0,1999,7,NaN,1407000.0,-1054000.0,Barents Sea
9960,0,2004,5,NaN,1417000.0,-1054000.0,Barents Sea
9961,0,2004,5,NaN,1422000.0,-1054000.0,Barents Sea
9962,0,2001,2,NaN,1442000.0,-1054000.0,Barents Sea
9963,0,2001,2,NaN,1447000.0,-1054000.0,Barents Sea
9964,0,2003,2,NaN,1642000.0,-1054000.0,Kara Sea
9965,0,1996,3,NaN,1657000.0,-1054000.0,Kara Sea
9966,0,1999,3,NaN,1662000.0,-1054000.0,Kara Sea
9967,0,2005,3,NaN,1757000.0,-1054000.0,Kara Sea
9968,0,1996,3,NaN,1762000.0,-1054000.0,Kara Sea
9969,0,1996,3,NaN,1767000.0,-1054000.0,Kara Sea
9970,0,2004,1,NaN,1777000.0,-1054000.0,Kara Sea
9971,0,1999,5,NaN,1782000.0,-1054000.0,Kara Sea
9972,0,2003,2,NaN,1792000.0,-1054000.0,Kara Sea
9973,0,1999,3,NaN,1797000.0,-1054000.0,Kara Sea
9974,0,2003,4,NaN,1802000.0,-1054000.0,Kara Sea
9975,0,2005,3,NaN,1807000.0,-1054000.0,Kara Sea
9976,0,2005,11,NaN,1812000.0,-1054000.0,Kara Sea
9977,0,2000,2,NaN,1817000.0,-1054000.0,Kara Sea
9978,0,1997,4,NaN,1822000.0,-1054000.0,Kara Sea
9979,0,2001,8,NaN,1827000.0,-1054000.0,Kara Sea
9980,0,2002,2,NaN,1832000.0,-1054000.0,Kara Sea
9981,0,2005,1,NaN,1837000.0,-1054000.0,Kara Sea
9982,0,2000,2,NaN,1842000.0,-1054000.0,Kara Sea
9983,0,2000,2,NaN,1847000.0,-1054000.0,Kara Sea
9984,0,2003,4,NaN,1852000.0,-1054000.0,Kara Sea
9985,0,2000,4,NaN,1862000.0,-1054000.0,Kara Sea
9986,0,2000,4,NaN,1877000.0,-1054000.0,Kara Sea
9987,0,2000,4,NaN,1957000.0,-1054000.0,Kara Sea
9988,0,1997,4,NaN,1967000.0,-1054000.0,Kara Sea
9989,0,1998,3,NaN,1972000.0,-1054000.0,Kara Sea
9990,0,1998,3,NaN,1977000.0,-1054000.0,Kara Sea
9991,0,1999,3,NaN,1992000.0,-1054000.0,Kara Sea
9992,0,1999,3,NaN,1997000.0,-1054000.0,Kara Sea
9993,0,2002,2,NaN,1192000.0,-1059000.0,Barents Sea
9994,0,2001,3,NaN,1227000.0,-1059000.0,Barents Sea
9995,0,2001,4,NaN,1247000.0,-1059000.0,Barents Sea
9996,0,1999,7,NaN,1272000.0,-1059000.0,Barents Sea
9997,0,2001,4,NaN,1287000.0,-1059000.0,Barents Sea
9998,0,2001,4,NaN,1292000.0,-1059000.0,Barents Sea
9999,0,2005,3,NaN,1302000.0,-1059000.0,Barents Sea
10000,0,2002,5,NaN,1307000.0,-1059000.0,Barents Sea
10001,0,2002,5,NaN,1312000.0,-1059000.0,Barents Sea
10002,0,2001,2,NaN,1337000.0,-1059000.0,Barents Sea
10003,0,1998,4,NaN,1352000.0,-1059000.0,Barents Sea
10004,0,1998,4,NaN,1402000.0,-1059000.0,Barents Sea
10005,0,1999,7,NaN,1407000.0,-1059000.0,Barents Sea
10006,0,2004,5,NaN,1422000.0,-1059000.0,Barents Sea
10007,0,2001,2,NaN,1447000.0,-1059000.0,Barents Sea
10008,0,2001,2,NaN,1452000.0,-1059000.0,Barents Sea
10009,0,2003,2,NaN,1637000.0,-1059000.0,Kara Sea
10010,0,2003,2,NaN,1642000.0,-1059000.0,Kara Sea
10011,0,1999,3,NaN,1662000.0,-1059000.0,Kara Sea
10012,0,1996,3,NaN,1667000.0,-1059000.0,Kara Sea
10013,0,2005,3,NaN,1762000.0,-1059000.0,Kara Sea
10014,0,1996,3,NaN,1767000.0,-1059000.0,Kara Sea
10015,0,2004,1,NaN,1772000.0,-1059000.0,Kara Sea
10016,0,2004,1,NaN,1777000.0,-1059000.0,Kara Sea
10017,0,1999,5,NaN,1782000.0,-1059000.0,Kara Sea
10018,0,1999,5,NaN,1787000.0,-1059000.0,Kara Sea
10019,0,2003,2,NaN,1792000.0,-1059000.0,Kara Sea
10020,0,1999,3,NaN,1797000.0,-1059000.0,Kara Sea
10021,0,2003,4,NaN,1807000.0,-1059000.0,Kara Sea
10022,0,2005,11,NaN,1812000.0,-1059000.0,Kara Sea
10023,0,2000,2,NaN,1817000.0,-1059000.0,Kara Sea
10024,0,2002,11,NaN,1822000.0,-1059000.0,Kara Sea
10025,0,2005,3,NaN,1827000.0,-1059000.0,Kara Sea
10026,0,1999,5,NaN,1832000.0,-1059000.0,Kara Sea
10027,0,2005,1,NaN,1837000.0,-1059000.0,Kara Sea
10028,0,2000,2,NaN,1842000.0,-1059000.0,Kara Sea
10029,0,2000,4,NaN,1847000.0,-1059000.0,Kara Sea
10030,0,2003,4,NaN,1852000.0,-1059000.0,Kara Sea
